name,h_index,i10_index,works_count,cited_by_count,rush_works_5yr,two_year_mean_citedness,rush_dept,college,match_type,orcid,openalex_id,recent_author_works_5yr,senior_author_5yr,first_author_5yr,contributing_author_5yr,ambiguous_author_5yr,leadership_ratio_5yr,rush_affiliated_senior_5yr,external_contributor_5yr,corresponding_author_5yr,mean_fwci_5yr,top10_impact_works_5yr,top10_impact_share_5yr,dominant_topic_5yr,dominant_topic_works_5yr,openalex_awarded_works_5yr,nih_awarded_works_5yr,cross_dept_publications_5yr,rush_led_cross_dept_5yr,nih_project_years_5yr,nih_unique_projects_5yr,nih_active_projects,nih_r01_projects_5yr,nih_total_cost_5yr,nih_pi_match_type
Raj K. Goyal,0,0,0,0,0,0,Ophthalmology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Peter J. Grant,0,0,0,0,0,0,Family & Preventive Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Quintesia Grant,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
John A. Greager,0,0,0,0,0,0,Surgery,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Stephanie A. Gregory,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Tina Grieco-Calub,0,0,0,0,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Linda F. Gruenberg,0,0,0,0,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Laura Hernandez Guarin,0,0,2,0,2,0.0,Internal Medicine,Rush Medical College,"matched(ns=10,rw=2)",,https://openalex.org/A5118911713,2,0,0,2,0,0.000,0,0,0,0.000,0,0.000,Antibiotic Use and Resistance,1,0,0,0,0,0,0,0,0,0,none
Dorian F. Guerra,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Mary Jo Guglielmo,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Christina B. Gunther,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Manya J. Gupta,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Neha V. Gupta,0,0,0,0,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Samir K. Gupta,0,0,0,0,0,0,Surgery,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Shanu Gupta,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Erika L. Gustafson,0,0,0,0,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Olivia Gutgsell,0,0,0,0,0,0,Neurological Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Indira S. Hadley,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Amy Haeger,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Duke Han,0,0,0,0,0,0,Neurological Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Beverly Hancock,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Austin Edward Hanrahan,0,0,0,0,0,0,Pediatrics,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Elizabeth Harari,0,0,0,0,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Bryce Harbert,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Abigail S. Hardin,0,0,0,0,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Alan A. Harris,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Anne K. Hartley,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Sohail Hasan,0,0,0,0,0,0,Ophthalmology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Syed Hassan,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Syed Sadiq Hassan,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Colleen D. Haynes,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Cynthia Hays,0,0,0,0,0,0,Family & Preventive Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Shawna Hebert,0,0,3,0,1,0.0,College of Nursing,College of Nursing,"matched(ns=20,rw=1)",,https://openalex.org/A5117100153,3,0,0,3,0,0.000,0,0,0,0.000,0,0.000,School Health and Nursing Education,1,0,0,0,0,0,0,0,0,0,none
Mike Hefferly,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Katherine B. Heiden,0,0,0,0,0,0,Surgery,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Joseph J. Hennessy,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Fernando Hernandez,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Fredrick Hetzel,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Shannon Hextrum,0,0,0,0,0,0,Neurological Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Michelle K. Heyland,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Barbara Hinch,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
David Hodge,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Julie Anne Hoff,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Jacqueline Hoffman,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Mark D. Hoffman,0,0,0,0,0,0,Otorhinolaryngology - Head & Neck Surgery,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Lance D. Holemon,0,0,0,0,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Dallas Holladay,0,0,0,0,0,0,Emergency Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
George B. Holmes Jr.,0,0,0,0,0,0,Orthopedic Surgery,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Steven Honsberger,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Amy B. Hooberman,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Cheryl Hornsby,0,0,0,0,0,0,Surgery,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Kara Houston,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Christy Howard-Steele,0,0,1,0,1,0.0,College of Health Sciences,College of Health Sciences,"matched(ns=23,rw=1)",,https://openalex.org/A5106371256,1,0,1,0,0,0.000,0,0,1,0.000,0,0.000,Palliative Care and End-of-Life Issues,1,0,0,0,0,0,0,0,0,0,none
Danuta K. Hoyer,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Jonathan Huang,0,0,0,0,0,0,Urology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Bruce H. Huck,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Richard L. Huh,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Teri M. Hull,0,0,0,0,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Myriame Casimir Hunt,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Alecia Hurley,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Mumtaz Husain,0,0,0,0,0,0,Emergency Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Omer Ibrahim,0,0,0,0,0,0,Dermatology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Thomas S. Rogers III,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Ben Remor Inventor,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Kanako Ishida,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Doreen Izaguirre,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Alan Jackson,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Sumeet Jain,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Urmeka T. Jefferson,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
P. James Jensen,0,0,0,0,0,0,Radiation Oncology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Amanda Johnson,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Ben Johnson,0,0,0,0,0,0,Anesthesiology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Kenya McGuire Johnson,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Kevin C. Jones,0,0,0,0,0,0,Radiation Oncology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Lee Jones,0,0,0,0,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Neha Joshi,0,0,0,0,0,0,Pediatrics,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Guarav Kakked,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Melissa Kalensky,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Faiyaaz A. Kalimullah,0,0,0,0,0,0,Dermatology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Michele M. Kannin,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Neha Kapil,0,0,0,0,0,0,Family & Preventive Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Neil Kapil,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Merima Karastanovic,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
George P. Katsoyannis,0,0,0,0,0,0,Anesthesiology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Robert S. Katz,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
William R. Kehoe,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Kiffon Keigher,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Frank C. Kelly,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Sarah Kemble,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Christine M. Kennedy,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Harold A. Kessler,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Christina S. Khou,0,0,0,0,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Tricia Kierny,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Hyejin Kim,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Jisu A. Kim,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Miran Kim,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Raelene Kennedy Kim,0,0,0,0,0,0,Surgery,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Octavia Kincaid,0,0,0,0,0,0,Neurological Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Denise Kirsten,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Suchita Kishore,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Michael Klem,0,0,0,0,0,0,Radiation Oncology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Alyssa Knueven,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Akshay Kohli,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Albene E. Kokocinski,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Aikaterini Kompoliti,0,0,0,0,0,0,Neurological Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Ann A. Kopal,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Zachary A. Kordik,0,0,0,0,0,0,Psychiatry & Behavioral Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Jeffrey Kramer,0,0,0,0,0,0,Neurological Sciences,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Paul Kreinbrink,0,0,0,0,0,0,Radiation Oncology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
George Krempel,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Gina L. Kring,0,0,0,0,0,0,Family & Preventive Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Adrian Krukowski,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Petra Krutilova,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Matthew Kuhns,0,0,0,0,0,0,Emergency Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Douglas Kuperman,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Joanna R. Kuppy,0,0,0,0,0,0,Pediatrics,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
David Kurlander,0,0,4,0,4,0.0,Surgery,Rush Medical College,"matched(ns=20,rw=4)",,https://openalex.org/A5135654438,4,0,0,4,0,0.000,0,0,0,0.000,4,1.000,Breast Cancer Treatment Studies,4,0,0,0,0,0,0,0,0,0,none
Ashley Kydes,0,0,0,0,0,0,Anesthesiology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Marie D. Lafeir,0,0,2,0,2,0.0,Dermatology,Rush Medical College,"matched(ns=23,rw=2)",https://orcid.org/0000-0002-4057-7539,https://openalex.org/A5105002007,2,1,0,1,0,0.500,1,0,0,0.000,0,0.000,Diversity and Career in Medicine,1,0,0,0,0,0,0,0,0,0,none
Lisa LaGorio,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Joseph C. Lai,0,0,0,0,0,0,Anesthesiology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Johan O. Lane,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Brittney Lange-Maia,0,0,6,0,4,0.0,Family & Preventive Medicine,Rush Medical College,"matched(ns=23,rw=4)",,https://openalex.org/A5121291136,6,0,0,6,0,0.000,0,2,0,0.000,0,0.000,Health disparities and outcomes,2,3,3,4,2,0,0,0,0,0,none
Rebecca Lara,0,0,0,0,0,0,Family & Preventive Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Belinda J.S. Large,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Yama Latif,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Vance Lauderdale,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Jacqueline D. Leavitt,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Grace J. Lee,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Sheila Leen,0,0,0,0,0,0,College of Nursing,College of Nursing,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Michael J. Leiding,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Rachel K. Levin,0,0,0,0,0,0,Pediatrics,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Nicole Boniquit Levy,0,0,0,0,0,0,Pediatrics,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Emily Lewandowski,0,0,0,0,0,0,Surgery,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Chien-Ching Li,0,0,0,0,0,0,College of Health Sciences,College of Health Sciences,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Lin Li,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Tieshi Li,0,0,0,0,0,0,Pediatrics,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Yixiang Liao,0,0,0,0,0,0,Radiation Oncology,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Philip R. Liebson,0,0,0,0,0,0,Internal Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Christopher Lim,0,0,0,0,0,0,Emergency Medicine,Rush Medical College,none,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
