name,h_index,i10_index,works_count,cited_by_count,rush_works_5yr,two_year_mean_citedness,rush_dept,college,match_type,orcid,openalex_id,recent_author_works_5yr,senior_author_5yr,first_author_5yr,contributing_author_5yr,ambiguous_author_5yr,leadership_ratio_5yr,rush_affiliated_senior_5yr,external_contributor_5yr,corresponding_author_5yr,mean_fwci_5yr,top10_impact_works_5yr,top10_impact_share_5yr,dominant_topic_5yr,dominant_topic_works_5yr,openalex_awarded_works_5yr,nih_awarded_works_5yr,cross_dept_publications_5yr,rush_led_cross_dept_5yr,nih_project_years_5yr,nih_unique_projects_5yr,nih_active_projects,nih_r01_projects_5yr,nih_total_cost_5yr,nih_pi_match_type
George Fitchett,48,124,226,10178,59,2.0,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=59)",https://orcid.org/0000-0002-5054-8459,https://openalex.org/A5048387063,70,43,3,24,0,0.614,43,3,5,2.972,20,0.286,"Religion, Spirituality, and Psychology",40,15,11,11,7,0,0,0,0,0,none
Sukriti Nag,49,119,247,9356,23,2.75,Pathology,Rush Medical College,"matched(ns=20,rw=23)",https://orcid.org/0000-0002-5193-1177,https://openalex.org/A5015535104,29,0,3,26,0,0.000,0,2,3,3.264,6,0.207,Dementia and Cognitive Impairment Research,8,8,8,22,16,0,0,0,0,0,none
Christopher W. Seder,48,89,235,38566,78,1.793103448275862,Cardiovascular & Thoracic Surgery,Rush Medical College,"matched(ns=23,rw=78)",https://orcid.org/0000-0002-4070-1245,https://openalex.org/A5078163512,97,38,3,51,5,0.392,37,6,19,1.337,10,0.103,Lung Cancer Diagnosis and Treatment,33,6,3,34,21,0,0,0,0,0,none
Celalettin Ustun,48,141,344,9849,35,10.666666666666666,Internal Medicine,Rush Medical College,"matched(ns=20,rw=35)",https://orcid.org/0000-0001-6896-6213,https://openalex.org/A5071407391,85,11,5,68,1,0.129,9,20,8,3.184,22,0.259,Mast cells and histamine,40,24,16,3,3,0,0,0,0,0,none
Melody A. Cobleigh,47,88,212,21426,21,9.777777777777779,Internal Medicine,Rush Medical College,"matched(ns=10,rw=21)",https://orcid.org/0000-0001-6385-4693,https://openalex.org/A5043219897,58,6,11,41,0,0.103,2,25,11,0.933,7,0.121,HER2/EGFR in Cancer Research,17,2,1,7,7,0,0,0,0,0,none
Debra Fleischman,47,101,250,9686,20,5.571428571428571,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=20)",https://orcid.org/0000-0001-8563-4413,https://openalex.org/A5073627725,24,0,5,19,0,0.000,0,2,5,2.308,8,0.333,Dementia and Cognitive Impairment Research,12,15,14,23,18,0,0,0,0,0,none
Bryan D. James,47,100,205,8303,47,4.575757575757576,Internal Medicine,Rush Medical College,"matched(ns=23,rw=47)",https://orcid.org/0000-0003-1932-151X,https://openalex.org/A5060510574,70,7,2,61,0,0.100,6,8,2,2.995,20,0.286,Dementia and Cognitive Impairment Research,26,32,32,46,29,5,1,1,1,2873201,exact_first_last
Jun Li,47,143,310,6557,17,8.619047619047619,Internal Medicine,Rush Medical College,"matched(ns=20,rw=17)",https://orcid.org/0000-0002-3257-9315,https://openalex.org/A5100361833,75,5,6,60,4,0.067,0,44,12,2.779,21,0.280,Osteoarthritis Treatment and Mechanisms,15,31,10,6,5,0,0,0,0,0,none
Mathew Mathew,47,155,280,7187,10,2.682926829268293,Orthopedic Surgery,Rush Medical College,"matched(ns=10,rw=10)",https://orcid.org/0000-0003-3604-7938,https://openalex.org/A5009493312,113,71,10,31,1,0.628,16,26,42,2.724,28,0.248,Orthopaedic implants and arthroplasty,39,30,26,0,0,2,2,1,1,1273485,exact_first_last
John M. Zajecka,47,79,128,10755,8,8.153846153846153,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=10,rw=8)",https://orcid.org/0000-0001-8398-636X,https://openalex.org/A5081858471,16,2,1,13,0,0.125,2,3,0,3.888,6,0.375,Vagus Nerve Stimulation Research,10,1,1,1,0,0,0,0,0,0,none
Xian-Ming Chen,46,82,131,8370,10,1.2857142857142858,Microbial Pathogens & Immunity,Rush Medical College,"matched(ns=7,rw=10)",https://orcid.org/0000-0001-9848-2244,https://openalex.org/A5101969488,32,12,2,18,0,0.375,10,16,9,1.255,5,0.156,MicroRNA in disease regulation,12,13,12,0,0,0,0,0,0,0,none
Steven Flamm,46,93,259,13954,9,1.6666666666666667,Internal Medicine,Rush Medical College,"matched(ns=10,rw=9)",,https://openalex.org/A5073412832,29,11,6,9,3,0.379,3,5,13,1.929,8,0.276,Liver Disease and Transplantation,7,1,1,1,1,0,0,0,0,0,none
Brian Forsythe,46,147,299,6639,67,1.16,Orthopedic Surgery,Rush Medical College,"matched(ns=20,rw=67)",https://orcid.org/0000-0003-1665-5872,https://openalex.org/A5084967312,131,57,25,49,0,0.435,49,7,52,1.631,27,0.206,Shoulder Injury and Treatment,50,1,0,2,1,0,0,0,0,0,none
James Rowley,45,69,162,8731,5,4.333333333333333,Internal Medicine,Rush Medical College,"matched(ns=10,rw=5)",https://orcid.org/0000-0002-8054-2197,https://openalex.org/A5058746647,20,4,1,13,2,0.200,1,9,3,5.003,6,0.300,Obstructive Sleep Apnea Research,8,4,0,0,0,0,0,0,0,0,none
William Trick,45,105,216,7304,18,2.6,Internal Medicine,Rush Medical College,"matched(ns=10,rw=18)",https://orcid.org/0000-0002-3243-5098,https://openalex.org/A5031716474,42,11,6,25,0,0.262,7,13,6,2.436,13,0.310,Antibiotic Use and Resistance,6,10,7,3,2,5,1,1,0,4820038,exact_first_last
Jia-liang Li,46,191,441,8350,27,2.1761363636363638,Neurological Sciences,Rush Medical College,collision_resolved,https://orcid.org/0000-0002-9704-4135,https://openalex.org/A5100358351,155,24,32,92,7,0.155,0,92,47,1.795,30,0.194,Statistical Methods and Inference,18,59,3,0,0,0,0,0,0,0,none
Jie Li,44,162,544,7212,27,2.1761363636363638,College of Health Sciences,College of Health Sciences,collision_resolved,https://orcid.org/0000-0003-0121-1291,https://openalex.org/A5025401873,301,67,61,170,3,0.223,33,148,88,2.230,63,0.209,Respiratory Support and Mechanisms,34,63,3,14,10,0,0,0,0,0,none
Kathleen M. Weber,44,145,358,7903,8,1.1296296296296295,Internal Medicine,Rush Medical College,"matched(ns=23,rw=8)",,https://openalex.org/A5068211949,144,10,7,125,2,0.069,2,101,13,0.804,11,0.076,HIV-related health complications and treatments,22,60,53,14,4,0,0,0,0,0,none
Dirk Gillespie,43,83,163,5311,18,0.2222222222222222,Physiology & Biophysics,Rush Medical College,"matched(ns=20,rw=18)",https://orcid.org/0000-0003-0802-5352,https://openalex.org/A5080523470,24,13,1,4,6,0.542,9,2,11,0.955,2,0.083,Electrostatics and Colloid Interactions,9,15,1,0,0,4,1,1,1,2667255,exact_first_last
Richard G. Trohman,43,111,257,6820,26,1.6666666666666667,Internal Medicine,Rush Medical College,"matched(ns=23,rw=26)",https://orcid.org/0000-0003-0889-411X,https://openalex.org/A5040729592,35,2,2,25,6,0.057,1,7,9,2.643,8,0.229,Cardiac pacing and defibrillation studies,11,0,0,0,0,0,0,0,0,0,none
Michael Fill,42,85,121,7550,9,2.1666666666666665,Physiology & Biophysics,Rush Medical College,"matched(ns=20,rw=9)",https://orcid.org/0000-0002-6094-8296,https://openalex.org/A5049514956,10,1,1,8,0,0.100,1,0,2,2.496,1,0.100,Cardiac electrophysiology and arrhythmias,3,7,5,0,0,5,2,1,2,3150427,exact_first_last
David X. Marquez,42,107,284,12136,16,2.9166666666666665,College of Nursing,College of Nursing,"matched(ns=23,rw=16)",https://orcid.org/0000-0001-8903-4941,https://openalex.org/A5025604770,112,25,9,75,3,0.223,13,50,12,2.220,20,0.179,Physical Activity and Health,19,33,29,31,20,5,1,1,0,2335841,exact_first_last
Kerstin Stenson,42,94,189,6828,20,3.4,Otorhinolaryngology - Head & Neck Surgery,Rush Medical College,"matched(ns=20,rw=20)",https://orcid.org/0000-0002-2643-3053,https://openalex.org/A5073342619,40,1,0,39,0,0.025,1,20,0,2.038,6,0.150,Head and Neck Cancer Studies,19,0,0,12,9,0,0,0,0,0,none
Jingyun Yang,42,100,223,8924,49,4.230769230769231,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=49)",https://orcid.org/0000-0002-3495-3710,https://openalex.org/A5067594179,73,7,7,59,0,0.096,5,15,13,2.667,12,0.164,Alzheimer's disease research and treatments,8,35,24,11,7,0,0,0,0,0,none
Audrey French,41,132,266,6624,4,2.606060606060606,Internal Medicine,Rush Medical College,"matched(ns=10,rw=4)",https://orcid.org/0000-0002-9776-8934,https://openalex.org/A5067117619,97,10,1,86,0,0.103,2,73,2,1.428,15,0.155,HIV-related health complications and treatments,15,52,47,12,4,0,0,0,0,0,none
Malabendu Jana,41,61,95,4746,16,2.142857142857143,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=16)",,https://openalex.org/A5112402008,25,0,7,18,0,0.000,0,3,2,2.758,7,0.280,Alzheimer's disease research and treatments,3,16,14,1,1,0,0,0,0,0,none
Donald M. Jensen,41,88,197,6829,3,0.0,Internal Medicine,Rush Medical College,"matched(ns=23,rw=3)",https://orcid.org/0000-0002-3450-1933,https://openalex.org/A5114910019,3,2,1,0,0,0.667,2,0,1,0.000,0,0.000,Liver Disease and Transplantation,2,0,0,0,0,0,0,0,0,0,none
Michael Marshall,41,78,165,7667,4,6.684210526315789,Pathology,Rush Medical College,"matched(ns=10,rw=4)",https://orcid.org/0000-0002-5742-2031,https://openalex.org/A5075308601,50,2,0,30,18,0.040,1,27,19,1.842,11,0.220,Anatomy and Medical Technology,10,11,9,3,2,0,0,0,0,0,none
Rachel E. Miller,41,72,197,4823,67,5.25531914893617,Internal Medicine,Rush Medical College,"matched(ns=23,rw=67)",https://orcid.org/0000-0002-4486-5757,https://openalex.org/A5045203576,78,13,4,61,0,0.167,12,1,13,2.935,21,0.269,Osteoarthritis Treatment and Mechanisms,21,37,37,19,11,11,2,2,1,2770453,exact_first_last
Aloka L. Patel,41,69,125,5778,15,2.2,Pediatrics,Rush Medical College,"matched(ns=23,rw=15)",https://orcid.org/0000-0003-1751-0421,https://openalex.org/A5049779139,24,9,3,12,0,0.375,7,3,3,2.506,4,0.167,Breastfeeding Practices and Influences,7,3,3,12,12,12,3,2,3,5470381,exact_first_last
Kenneth J. Tuman,41,88,172,6970,0,0,Anesthesiology,Rush Medical College,api_search,,https://openalex.org/A5112830668,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
John W. Burns,40,92,153,4194,26,4.55,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=23,rw=26)",https://orcid.org/0000-0003-1470-5565,https://openalex.org/A5102741675,33,2,9,22,0,0.061,2,3,10,3.123,13,0.394,Musculoskeletal pain and rehabilitation,13,16,10,4,1,8,3,1,2,9412952,exact_first_last
Graeme Forrest,40,73,166,7209,36,1.6,Internal Medicine,Rush Medical College,"matched(ns=10,rw=36)",https://orcid.org/0000-0002-6235-8978,https://openalex.org/A5035007857,41,5,1,30,5,0.122,1,0,8,2.503,8,0.195,"Science, Research, and Medicine",14,2,0,1,1,0,0,0,0,0,none
Deborah A. Hall,40,107,237,6747,32,1.4166666666666667,Neurological Sciences,Rush Medical College,"matched(ns=23,rw=32)",https://orcid.org/0000-0003-2772-7851,https://openalex.org/A5101571010,71,11,15,43,2,0.155,11,7,20,1.889,11,0.155,Parkinson's Disease Mechanisms and Treatments,26,18,15,33,21,0,0,0,0,0,none
Imke Janssen,40,91,270,5755,36,2.5454545454545454,Family & Preventive Medicine,Rush Medical College,"matched(ns=20,rw=36)",https://orcid.org/0000-0003-1184-2812,https://openalex.org/A5028736438,47,9,1,37,0,0.191,9,1,1,1.518,8,0.170,Menopause: Health Impacts and Treatments,6,22,20,14,13,0,0,0,0,0,none
Meenakshi Jolly,40,96,196,7617,10,1.4444444444444444,Internal Medicine,Rush Medical College,"matched(ns=20,rw=10)",https://orcid.org/0000-0001-8460-2751,https://openalex.org/A5044615953,21,6,3,12,0,0.286,5,6,3,1.340,2,0.095,Systemic Lupus Erythematosus Research,9,1,1,1,1,0,0,0,0,0,none
Mario Moric,40,60,84,6887,3,2.0,Anesthesiology,Rush Medical College,"matched(ns=20,rw=3)",https://orcid.org/0000-0003-2844-8168,https://openalex.org/A5040279659,3,0,0,3,0,0.000,0,0,0,1.763,0,0.000,Orthopedic Infections and Treatments,1,1,1,2,2,0,0,0,0,0,none
Ece A. Mutlu,40,63,172,10562,2,0.6666666666666666,Internal Medicine,Rush Medical College,"matched(ns=10,rw=2)",,https://openalex.org/A5103843500,36,13,0,23,0,0.361,3,18,1,1.101,7,0.194,Gut microbiota and health,6,5,4,2,2,1,1,0,0,35056,exact_first_last
T. Celeste Napier,40,110,166,5278,5,0.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=23,rw=5)",https://orcid.org/0000-0001-6834-0130,https://openalex.org/A5060334059,6,3,0,3,0,0.500,3,0,1,0.884,0,0.000,Neurotransmitter Receptor Influence on Behavior,2,4,4,5,3,0,0,0,0,0,none
Atsushi Sakuraba,40,106,266,6025,6,0.7333333333333333,Internal Medicine,Rush Medical College,"matched(ns=20,rw=6)",https://orcid.org/0000-0003-2519-6129,https://openalex.org/A5063018115,74,30,6,38,0,0.405,5,37,20,1.696,13,0.176,Inflammatory Bowel Disease,30,6,6,1,1,0,0,0,0,0,none
Annabelle S. Volgman,40,91,304,9093,118,3.78,Internal Medicine,Rush Medical College,"matched(ns=13,rw=118)",https://orcid.org/0000-0002-9918-0878,https://openalex.org/A5085139358,185,57,7,119,2,0.308,50,19,15,4.415,38,0.205,Atrial Fibrillation Management and Outcomes,17,9,9,31,27,0,0,0,0,0,none
Ken Wang,40,72,152,20401,1,5.344827586206897,Emergency Medicine,Rush Medical College,"matched(ns=4,rw=1)",https://orcid.org/0000-0002-5305-6791,https://openalex.org/A5041332430,59,6,3,49,1,0.102,0,47,7,2.925,16,0.271,Pluripotent Stem Cells Research,7,23,8,1,1,0,0,0,0,0,none
Samer Al-Khudari,16,22,73,835,0,0,Otorhinolaryngology - Head & Neck Surgery,Rush Medical College,collision_resolved,https://orcid.org/0000-0002-4160-7496,https://openalex.org/A5030984706,23,7,2,14,0,0.304,7,0,6,1.389,2,0.087,Head and Neck Cancer Studies,9,0,0,12,12,0,0,0,0,0,none
Ana W. Capuano,39,85,214,6264,92,2.4516129032258065,Neurological Sciences,Rush Medical College,"matched(ns=23,rw=92)",https://orcid.org/0000-0002-3505-344X,https://openalex.org/A5014401788,115,7,10,98,0,0.061,6,8,11,1.587,22,0.191,Dementia and Cognitive Impairment Research,46,49,48,77,71,0,0,0,0,0,none
Michael Chen,39,88,223,11905,57,13.136363636363637,Neurological Surgery,Rush Medical College,"matched(ns=20,rw=57)",https://orcid.org/0000-0003-2412-8167,https://openalex.org/A5100705949,89,14,5,65,5,0.157,13,9,10,6.738,24,0.270,Acute Ischemic Stroke Management,47,2,0,6,2,0,0,0,0,0,none
Vladimir Cherny,39,59,117,4479,1,4.0,Physiology & Biophysics,Rush Medical College,"matched(ns=10,rw=1)",,https://openalex.org/A5110844253,8,0,0,8,0,0.000,0,1,0,0.707,0,0.000,Ion channel regulation and function,4,4,3,0,0,0,0,0,0,0,none
Paolo Gattuso,39,147,341,6218,46,0.5,Pathology,Rush Medical College,collision_resolved,,https://openalex.org/A5030261063,50,15,0,35,0,0.300,15,3,0,0.715,4,0.080,Sinusitis and nasal conditions,11,2,0,22,19,0,0,0,0,0,none
Walter J. McCarthy,39,79,144,5415,2,0.0,Cardiovascular & Thoracic Surgery,Rush Medical College,"matched(ns=23,rw=2)",,https://openalex.org/A5064323710,4,1,0,3,0,0.250,0,1,1,0.152,0,0.000,Peripheral Artery Disease Management,2,0,0,0,0,0,0,0,0,0,none
Jean M. Silvestri,39,62,119,5002,3,0.0,Pediatrics,Rush Medical College,"matched(ns=23,rw=3)",,https://openalex.org/A5008016625,6,3,1,2,0,0.500,3,1,1,0.478,0,0.000,Diversity and Career in Medicine,1,0,0,0,0,0,0,0,0,0,none
Amina Ahmed,38,66,166,5230,3,2.096774193548387,Obstetrics & Gynecology,Rush Medical College,"matched(ns=20,rw=3)",https://orcid.org/0000-0001-9494-742X,https://openalex.org/A5101740480,65,4,14,45,2,0.062,0,41,17,1.309,8,0.123,Tuberculosis Research and Epidemiology,10,15,10,3,1,0,0,0,0,0,none
Fredric Cohen,38,56,96,5681,4,1.0,Physiology & Biophysics,Rush Medical College,"matched(ns=10,rw=4)",,https://openalex.org/A5107833929,8,1,0,7,0,0.125,1,1,0,0.318,0,0.000,Viral Infections and Outbreaks Research,4,3,3,0,0,4,1,1,1,1394888,exact_first_last
Alvaro Figueroa,37,68,133,4834,13,1.0,Surgery,Rush Medical College,"matched(ns=10,rw=13)",https://orcid.org/0000-0002-4063-5276,https://openalex.org/A5042332302,19,5,3,10,1,0.263,1,2,11,0.708,1,0.053,Cleft Lip and Palate Research,9,0,0,2,0,0,0,0,0,0,none
Christopher Gaiteri,37,58,112,7985,34,6.3076923076923075,Neurological Sciences,Rush Medical College,"matched(ns=7,rw=34)",https://orcid.org/0000-0001-7838-8664,https://openalex.org/A5072516895,50,1,1,48,0,0.020,1,9,2,6.307,14,0.280,Alzheimer's disease research and treatments,14,26,23,8,7,3,2,0,2,1815316,exact_first_last
Vineet Gupta,37,62,155,7613,32,20.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=32)",https://orcid.org/0000-0001-6987-2550,https://openalex.org/A5005580223,52,18,3,31,0,0.346,14,7,6,5.155,6,0.115,Microscopic Colitis,9,10,4,21,20,3,1,0,1,1417782,exact_first_last
Nozomu Inoue,37,123,276,4735,29,1.8333333333333333,Orthopedic Surgery,Rush Medical College,"matched(ns=20,rw=29)",https://orcid.org/0000-0002-6418-713X,https://openalex.org/A5101589617,36,9,0,27,0,0.250,7,1,2,0.960,2,0.056,Spine and Intervertebral Disc Pathology,7,5,2,2,1,2,1,0,0,378213,exact_first_last
Supriya D. Mehta,37,107,210,5207,9,2.142857142857143,Internal Medicine,Rush Medical College,"matched(ns=23,rw=9)",https://orcid.org/0000-0002-7926-2489,https://openalex.org/A5030753800,64,29,12,20,3,0.453,15,13,23,2.134,12,0.188,Reproductive tract infections research,20,30,21,1,0,13,3,3,3,6129134,exact_first_last
Jitesh Pratap,37,50,113,4985,8,0.0,Anatomy & Cell Biology,Rush Medical College,"matched(ns=20,rw=8)",https://orcid.org/0000-0003-2625-137X,https://openalex.org/A5090372545,30,8,16,6,0,0.267,8,6,19,0.113,0,0.000,Hedgehog Signaling Pathway Studies,10,2,1,7,7,2,1,0,0,174422,exact_first_last
JoEllen Wilbur,37,95,194,4865,2,0.6,College of Nursing,College of Nursing,"matched(ns=20,rw=2)",https://orcid.org/0000-0001-7941-8837,https://openalex.org/A5014559447,34,7,1,25,1,0.206,7,5,3,2.028,5,0.147,Cardiac Health and Mental Health,7,7,6,16,13,0,0,0,0,0,none
Bradley M. Appelhans,36,83,144,7014,30,0.6206896551724138,Family & Preventive Medicine,Rush Medical College,"matched(ns=23,rw=30)",https://orcid.org/0000-0002-5195-802X,https://openalex.org/A5014421127,45,8,8,28,1,0.178,7,2,10,1.457,9,0.200,"Obesity, Physical Activity, Diet",8,26,23,13,12,5,2,1,2,3274648,exact_first_last
Robert L. Barkin,36,70,148,4313,2,0.0,Anesthesiology,Rush Medical College,"matched(ns=23,rw=2)",,https://openalex.org/A5110479848,2,0,0,1,1,0.000,0,0,1,0.609,0,0.000,Neurotransmitter Receptor Influence on Behavior,1,0,0,0,0,0,0,0,0,0,none
Xiu-Ti Hu,36,56,71,4342,11,1.0,Microbial Pathogens & Immunity,Rush Medical College,"matched(ns=7,rw=11)",https://orcid.org/0000-0002-4463-2216,https://openalex.org/A5102776516,12,8,0,2,2,0.667,7,0,7,1.020,3,0.250,Alzheimer's disease research and treatments,4,6,6,0,0,0,0,0,0,0,none
Michael Schoeny,36,85,191,4048,14,1.0357142857142858,College of Nursing,College of Nursing,"matched(ns=20,rw=14)",https://orcid.org/0000-0002-3066-708X,https://openalex.org/A5032704527,62,7,0,55,0,0.113,7,3,0,1.283,9,0.145,Dementia and Cognitive Impairment Research,5,20,12,46,39,0,0,0,0,0,none
James K. Wyatt,36,57,96,7197,5,0.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=23,rw=5)",https://orcid.org/0000-0001-6454-1736,https://openalex.org/A5090817416,9,4,0,5,0,0.444,2,1,0,3.964,3,0.333,Circadian rhythm and melatonin,2,4,4,1,0,0,0,0,0,0,none
Kyle Amber,35,61,194,3181,64,0.9743589743589743,Dermatology,Rush Medical College,"matched(ns=10,rw=64)",https://orcid.org/0000-0002-2906-2454,https://openalex.org/A5051183891,80,55,1,23,1,0.688,52,9,26,1.309,12,0.150,Autoimmune Bullous Skin Diseases,47,18,11,17,12,2,1,0,0,446000,exact_first_last
Amit Amin,35,67,194,4697,5,0.5714285714285714,Internal Medicine,Rush Medical College,"matched(ns=10,rw=5)",,https://openalex.org/A5112132444,31,8,2,21,0,0.258,0,16,4,1.072,3,0.097,Acute Kidney Injury Research,5,2,1,0,0,0,0,0,0,0,none
Viju T. John,35,69,162,4209,1,3.6842105263157894,Internal Medicine,Rush Medical College,"matched(ns=10,rw=1)",https://orcid.org/0000-0002-8640-8810,https://openalex.org/A5030116655,47,13,2,31,1,0.277,0,30,4,2.208,11,0.234,Climate variability and models,15,21,0,0,0,0,0,0,0,0,none
John Martin,35,66,165,4053,18,1.6666666666666667,Orthopedic Surgery,Rush Medical College,collision_resolved,https://orcid.org/0000-0002-5772-3926,https://openalex.org/A5102001573,36,14,3,19,0,0.389,12,9,7,0.923,4,0.111,Spine and Intervertebral Disc Pathology,7,15,12,6,5,3,1,0,0,732060,exact_first_last
Jonathan Martin,0,0,0,0,0,0,Internal Medicine,Rush Medical College,corrected_wrong_person,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
John R. Meyer,35,97,351,5918,6,0.0,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,"matched(ns=23,rw=6)",,https://openalex.org/A5113439289,10,1,0,7,2,0.100,1,2,2,1.009,1,0.100,Shoulder Injury and Treatment,2,0,0,4,4,0,0,0,0,0,none
Gordon M. Trenholme,35,72,153,5869,0,0,Internal Medicine,Rush Medical College,api_search,,https://openalex.org/A5035181444,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Amarjit Virdi,35,67,118,3057,3,0.0,Anatomy & Cell Biology,Rush Medical College,"matched(ns=10,rw=3)",https://orcid.org/0000-0002-8834-2659,https://openalex.org/A5029538594,8,1,0,7,0,0.125,0,4,0,0.533,0,0.000,Orthopaedic implants and arthroplasty,2,3,3,6,3,0,0,0,0,0,none
Andrew Zloza,35,62,152,5473,22,0.6666666666666666,Internal Medicine,Rush Medical College,"matched(ns=20,rw=22)",https://orcid.org/0000-0001-8844-6493,https://openalex.org/A5075350327,30,4,0,26,0,0.133,4,6,5,1.687,3,0.100,Virus-based gene therapy research,5,7,3,12,10,2,1,0,1,698293,exact_first_last
